Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail,Final_Score,Study_Hours_Group,Attendance_Group
S0214,19,Female,12,4.1,56,Graduate,No,No,83,67,86,56,78.67,Good,Pass,78.67,4-6 Hours,Below 60%
S0215,17,Male,12,4.7,71,Graduate,No,No,69,36,49,54,51.33,Average,Pass,51.33,4-6 Hours,60-75%
S0216,14,Female,12,0.5,88,Graduate,No,No,66,80,95,63,80.33,Good,Pass,80.33,0-2 Hours,75-90%
S0217,18,Female,9,1.8,91,Graduate,Yes,Yes,88,70,74,56,77.33,Good,Pass,77.33,0-2 Hours,90-100%
S0218,19,Female,9,5.7,51,High School,Yes,No,63,37,96,75,65.33,Average,Pass,65.33,4-6 Hours,Below 60%
S0219,15,Male,12,5.1,91,Graduate,Yes,Yes,78,88,81,81,82.33,Excellent,Pass,82.33,4-6 Hours,90-100%
S0220,14,Female,9,2.4,52,High School,No,No,55,43,74,81,57.33,Average,Pass,57.33,2-4 Hours,Below 60%
S0221,16,Female,12,3.6,53,Graduate,No,Yes,76,50,68,88,64.67,Average,Pass,64.67,2-4 Hours,Below 60%
S0222,14,Female,10,2.1,61,Graduate,No,Yes,55,69,68,57,64.0,Average,Pass,64.0,2-4 Hours,60-75%
S0223,19,Female,12,1.0,86,Graduate,Yes,Yes,65,83,80,46,76.0,Good,Pass,76.0,0-2 Hours,75-90%
S0224,17,Male,11,3.1,58,Postgraduate,No,Yes,96,98,71,84,88.33,Excellent,Pass,88.33,2-4 Hours,Below 60%
S0225,16,Male,10,2.9,53,High School,No,Yes,54,63,41,88,52.67,Average,Pass,52.67,2-4 Hours,Below 60%
S0226,15,Male,10,4.6,53,Postgraduate,Yes,No,40,86,59,64,61.67,Average,Pass,61.67,4-6 Hours,Below 60%
S0227,17,Female,9,6.0,97,Postgraduate,No,Yes,63,79,48,74,63.33,Average,Pass,63.33,4-6 Hours,90-100%
S0228,18,Female,12,2.9,87,Graduate,Yes,Yes,38,52,50,64,46.67,Poor,Fail,46.67,2-4 Hours,75-90%
S0229,14,Male,10,1.9,75,High School,Yes,Yes,72,95,70,76,79.0,Good,Pass,79.0,0-2 Hours,60-75%
S0230,14,Male,11,1.0,74,Graduate,No,Yes,93,58,64,56,71.67,Good,Pass,71.67,0-2 Hours,60-75%
S0231,18,Female,9,2.5,98,High School,No,Yes,47,74,76,73,65.67,Average,Pass,65.67,2-4 Hours,90-100%
S0232,19,Female,10,3.9,74,Postgraduate,No,No,43,37,73,68,51.0,Average,Pass,51.0,2-4 Hours,60-75%
S0233,19,Female,9,5.6,97,High School,No,Yes,99,84,86,51,89.67,Excellent,Pass,89.67,4-6 Hours,90-100%
S0234,15,Male,10,4.0,63,Graduate,Yes,Yes,94,96,49,88,79.67,Good,Pass,79.67,2-4 Hours,60-75%
S0235,15,Female,10,3.9,67,High School,No,No,87,52,38,93,59.0,Average,Pass,59.0,2-4 Hours,60-75%
S0236,15,Male,9,2.6,53,High School,Yes,No,78,90,83,69,83.67,Excellent,Pass,83.67,2-4 Hours,Below 60%
S0237,19,Female,9,1.3,56,High School,No,Yes,75,72,97,53,81.33,Excellent,Pass,81.33,0-2 Hours,Below 60%
S0238,16,Male,12,4.5,54,High School,Yes,No,72,83,80,41,78.33,Good,Pass,78.33,4-6 Hours,Below 60%
S0239,19,Male,10,5.8,52,Postgraduate,No,No,35,63,81,59,59.67,Average,Pass,59.67,4-6 Hours,Below 60%
S0240,16,Female,12,0.6,91,Postgraduate,No,Yes,45,52,98,63,65.0,Average,Pass,65.0,0-2 Hours,90-100%
S0241,18,Female,11,5.9,89,Postgraduate,No,No,47,65,57,65,56.33,Average,Pass,56.33,4-6 Hours,75-90%
S0242,18,Female,10,1.9,57,Graduate,Yes,Yes,58,60,94,83,70.67,Good,Pass,70.67,0-2 Hours,Below 60%
S0243,14,Female,11,3.1,88,Graduate,No,No,64,78,36,93,59.33,Average,Pass,59.33,2-4 Hours,75-90%
S0244,17,Female,11,2.8,64,Graduate,Yes,No,54,72,89,73,71.67,Good,Pass,71.67,2-4 Hours,60-75%
S0245,19,Male,10,1.2,91,Postgraduate,Yes,No,49,99,67,60,71.67,Good,Pass,71.67,0-2 Hours,90-100%
S0246,19,Male,10,5.8,95,Graduate,No,Yes,67,50,37,55,51.33,Average,Pass,51.33,4-6 Hours,90-100%
S0247,18,Male,10,0.9,97,High School,No,No,52,99,83,44,78.0,Good,Pass,78.0,0-2 Hours,90-100%
S0248,17,Female,11,3.7,95,High School,Yes,Yes,58,41,48,85,49.0,Poor,Fail,49.0,2-4 Hours,90-100%
S0249,19,Male,10,1.8,89,Postgraduate,No,No,36,58,59,42,51.0,Average,Pass,51.0,0-2 Hours,75-90%
S0250,19,Female,9,4.3,59,Graduate,No,No,65,53,73,56,63.67,Average,Pass,63.67,4-6 Hours,Below 60%
S0251,16,Female,9,3.8,62,High School,Yes,No,77,67,38,59,60.67,Average,Pass,60.67,2-4 Hours,60-75%
S0252,19,Female,10,0.8,51,High School,No,Yes,70,44,44,69,52.67,Average,Pass,52.67,0-2 Hours,Below 60%
S0253,17,Female,12,5.9,88,Postgraduate,No,Yes,73,58,36,77,55.67,Average,Pass,55.67,4-6 Hours,75-90%
S0254,16,Male,10,3.3,67,High School,No,No,65,82,67,56,71.33,Good,Pass,71.33,2-4 Hours,60-75%
S0255,16,Male,10,2.1,65,High School,Yes,No,41,67,66,45,58.0,Average,Pass,58.0,2-4 Hours,60-75%
S0256,15,Female,11,5.4,60,Postgraduate,Yes,No,38,91,67,57,65.33,Average,Pass,65.33,4-6 Hours,Below 60%
S0257,18,Male,10,3.1,78,High School,No,No,75,63,37,41,58.33,Average,Pass,58.33,2-4 Hours,75-90%
S0258,14,Male,9,4.4,54,Graduate,No,No,62,77,96,84,78.33,Good,Pass,78.33,4-6 Hours,Below 60%
S0259,18,Female,12,0.8,90,High School,No,No,69,85,35,58,63.0,Average,Pass,63.0,0-2 Hours,75-90%
S0260,16,Female,10,3.9,84,High School,Yes,Yes,89,58,52,44,66.33,Good,Pass,66.33,2-4 Hours,75-90%
S0261,14,Male,10,3.8,88,Graduate,No,Yes,67,57,36,54,53.33,Average,Pass,53.33,2-4 Hours,75-90%
S0262,15,Male,11,1.3,55,Graduate,Yes,No,50,37,46,67,44.33,Poor,Fail,44.33,0-2 Hours,Below 60%
S0263,15,Female,11,3.3,53,Postgraduate,No,Yes,38,68,96,77,67.33,Good,Pass,67.33,2-4 Hours,Below 60%
S0264,17,Female,12,0.8,98,High School,No,Yes,56,35,73,95,54.67,Average,Pass,54.67,0-2 Hours,90-100%
S0265,19,Female,12,3.9,55,Postgraduate,No,Yes,67,50,60,62,59.0,Average,Pass,59.0,2-4 Hours,Below 60%
S0266,15,Male,11,2.0,83,Graduate,No,Yes,58,83,99,60,80.0,Good,Pass,80.0,0-2 Hours,75-90%
S0267,18,Female,9,2.1,83,Graduate,Yes,Yes,37,95,59,74,63.67,Average,Pass,63.67,2-4 Hours,75-90%
S0268,14,Male,9,1.7,97,High School,Yes,Yes,81,47,53,53,60.33,Average,Pass,60.33,0-2 Hours,90-100%
S0269,15,Male,10,1.0,76,Graduate,Yes,Yes,43,76,89,40,69.33,Good,Pass,69.33,0-2 Hours,75-90%
S0270,14,Female,11,2.1,58,Graduate,No,No,62,87,66,72,71.67,Good,Pass,71.67,2-4 Hours,Below 60%
S0271,18,Male,9,1.6,65,High School,No,No,45,45,48,54,46.0,Poor,Fail,46.0,0-2 Hours,60-75%
S0272,14,Male,10,0.7,85,Postgraduate,Yes,Yes,59,95,98,60,84.0,Excellent,Pass,84.0,0-2 Hours,75-90%
S0273,14,Male,10,3.3,80,Postgraduate,No,No,69,60,75,65,68.0,Good,Pass,68.0,2-4 Hours,75-90%
S0274,16,Male,11,0.9,73,Graduate,No,Yes,45,88,37,76,56.67,Average,Pass,56.67,0-2 Hours,60-75%
S0275,19,Female,11,4.5,89,Graduate,Yes,No,61,83,40,82,61.33,Average,Pass,61.33,4-6 Hours,75-90%
S0276,16,Female,10,1.1,58,Graduate,Yes,Yes,73,41,38,82,50.67,Average,Pass,50.67,0-2 Hours,Below 60%
S0277,16,Female,9,2.0,71,Postgraduate,No,Yes,76,80,85,92,80.33,Good,Pass,80.33,0-2 Hours,60-75%
S0278,17,Male,11,5.2,57,Postgraduate,No,Yes,89,56,93,77,79.33,Good,Pass,79.33,4-6 Hours,Below 60%
S0279,17,Male,10,0.5,100,Graduate,Yes,Yes,71,95,87,67,84.33,Excellent,Pass,84.33,0-2 Hours,90-100%
S0280,16,Female,10,3.8,77,Graduate,No,Yes,41,41,99,91,60.33,Average,Pass,60.33,2-4 Hours,75-90%
S0281,17,Male,10,1.0,97,Graduate,No,Yes,67,57,84,67,69.33,Good,Pass,69.33,0-2 Hours,90-100%
S0282,14,Female,10,0.9,83,Postgraduate,No,No,79,38,69,57,62.0,Average,Pass,62.0,0-2 Hours,75-90%
S0283,16,Female,12,2.8,79,Graduate,Yes,Yes,96,46,84,95,75.33,Good,Pass,75.33,2-4 Hours,75-90%
S0284,16,Male,9,3.6,54,Postgraduate,No,No,46,75,67,89,62.67,Average,Pass,62.67,2-4 Hours,Below 60%
S0285,17,Male,9,5.9,50,Graduate,No,Yes,83,98,62,85,81.0,Excellent,Pass,81.0,4-6 Hours,Below 60%
S0286,16,Female,9,4.7,90,High School,Yes,Yes,59,68,66,63,64.33,Average,Pass,64.33,4-6 Hours,75-90%
S0287,18,Male,12,5.4,51,Postgraduate,No,Yes,84,46,36,66,55.33,Average,Pass,55.33,4-6 Hours,Below 60%
S0288,14,Female,11,0.8,62,Graduate,No,No,94,100,58,53,84.0,Excellent,Pass,84.0,0-2 Hours,60-75%
S0289,15,Male,9,0.6,87,Graduate,Yes,Yes,67,63,80,50,70.0,Good,Pass,70.0,0-2 Hours,75-90%
S0290,14,Male,10,4.8,60,Postgraduate,No,No,38,51,71,85,53.33,Average,Pass,53.33,4-6 Hours,Below 60%
S0291,15,Male,10,5.0,65,Postgraduate,Yes,Yes,47,95,56,58,66.0,Good,Pass,66.0,4-6 Hours,60-75%
S0292,14,Male,12,4.1,61,Graduate,Yes,No,53,38,35,43,42.0,Poor,Fail,42.0,4-6 Hours,60-75%
S0293,17,Female,9,0.7,96,High School,No,Yes,93,89,42,60,74.67,Good,Pass,74.67,0-2 Hours,90-100%
S0294,18,Male,10,3.6,84,Postgraduate,No,No,37,40,42,50,39.67,Poor,Fail,39.67,2-4 Hours,75-90%
S0295,16,Female,11,2.6,94,High School,Yes,No,79,93,81,77,84.33,Excellent,Pass,84.33,2-4 Hours,90-100%
S0296,19,Female,10,3.5,96,High School,No,No,81,51,80,66,70.67,Good,Pass,70.67,2-4 Hours,90-100%
S0297,15,Female,11,2.8,75,High School,No,No,61,73,59,48,64.33,Average,Pass,64.33,2-4 Hours,60-75%
S0298,18,Male,11,1.4,92,High School,Yes,Yes,64,69,84,95,72.33,Good,Pass,72.33,0-2 Hours,90-100%
S0299,18,Male,11,3.6,95,Postgraduate,No,Yes,95,75,90,45,86.67,Excellent,Pass,86.67,2-4 Hours,90-100%
S0300,14,Male,12,5.9,88,High School,Yes,Yes,47,47,52,47,48.67,Poor,Fail,48.67,4-6 Hours,75-90%
S0301,19,Female,12,4.8,88,High School,Yes,Yes,97,42,96,78,78.33,Good,Pass,78.33,4-6 Hours,75-90%
S0302,18,Male,10,4.2,89,Graduate,No,Yes,100,47,48,53,65.0,Average,Pass,65.0,4-6 Hours,75-90%
S0303,18,Male,10,1.9,95,Postgraduate,Yes,No,61,72,97,79,76.67,Good,Pass,76.67,0-2 Hours,90-100%
S0304,15,Male,11,4.2,55,High School,No,No,96,91,69,72,85.33,Excellent,Pass,85.33,4-6 Hours,Below 60%
S0305,18,Female,10,0.5,65,Postgraduate,Yes,Yes,66,59,67,58,64.0,Average,Pass,64.0,0-2 Hours,60-75%
S0306,15,Male,11,1.1,65,High School,No,Yes,57,77,37,79,57.0,Average,Pass,57.0,0-2 Hours,60-75%
S0307,17,Female,11,2.8,99,Graduate,Yes,Yes,88,60,84,69,77.33,Good,Pass,77.33,2-4 Hours,90-100%
S0308,18,Female,9,1.9,52,High School,No,No,52,46,95,76,64.33,Average,Pass,64.33,0-2 Hours,Below 60%
S0309,18,Male,12,3.1,80,High School,Yes,No,92,71,74,92,79.0,Good,Pass,79.0,2-4 Hours,75-90%
S0310,18,Male,11,1.9,95,Graduate,Yes,Yes,46,91,97,51,78.0,Good,Pass,78.0,0-2 Hours,90-100%
S0311,14,Female,11,3.0,93,High School,No,No,93,44,81,46,72.67,Good,Pass,72.67,2-4 Hours,90-100%
S0312,18,Female,10,5.7,84,Postgraduate,Yes,No,41,47,47,50,45.0,Poor,Fail,45.0,4-6 Hours,75-90%
S0313,15,Female,11,4.7,70,Postgraduate,Yes,Yes,94,40,55,53,63.0,Average,Pass,63.0,4-6 Hours,60-75%
S0314,14,Female,11,5.2,60,Graduate,Yes,No,73,96,56,60,75.0,Good,Pass,75.0,4-6 Hours,Below 60%
S0315,14,Female,9,1.6,72,High School,Yes,Yes,95,38,78,76,70.33,Good,Pass,70.33,0-2 Hours,60-75%
S0316,19,Female,12,2.4,70,Graduate,Yes,No,81,40,58,85,59.67,Average,Pass,59.67,2-4 Hours,60-75%
S0317,19,Male,11,2.2,100,High School,Yes,Yes,78,67,39,77,61.33,Average,Pass,61.33,2-4 Hours,90-100%
S0318,18,Female,12,4.7,65,Postgraduate,No,No,93,50,89,56,77.33,Good,Pass,77.33,4-6 Hours,60-75%
S0319,17,Female,12,1.2,83,Graduate,Yes,Yes,91,46,37,83,58.0,Average,Pass,58.0,0-2 Hours,75-90%
S0320,14,Male,9,5.5,92,High School,No,No,73,70,90,66,77.67,Good,Pass,77.67,4-6 Hours,90-100%
S0321,14,Female,9,1.0,78,Postgraduate,No,No,67,40,39,69,48.67,Poor,Fail,48.67,0-2 Hours,75-90%
S0322,14,Male,12,2.0,52,Postgraduate,Yes,Yes,55,40,73,79,56.0,Average,Pass,56.0,0-2 Hours,Below 60%
S0323,18,Female,11,4.6,63,High School,No,No,76,73,98,86,82.33,Excellent,Pass,82.33,4-6 Hours,60-75%
S0324,14,Male,9,5.8,81,Postgraduate,No,Yes,89,98,45,89,77.33,Good,Pass,77.33,4-6 Hours,75-90%
S0325,15,Female,11,1.7,78,Postgraduate,Yes,Yes,56,36,76,53,56.0,Average,Pass,56.0,0-2 Hours,75-90%
S0326,19,Male,10,3.3,79,Graduate,No,Yes,69,83,83,56,78.33,Good,Pass,78.33,2-4 Hours,75-90%
S0327,16,Male,9,4.8,87,Graduate,Yes,No,75,45,77,67,65.67,Average,Pass,65.67,4-6 Hours,75-90%
S0328,15,Male,11,3.1,73,High School,No,No,63,53,69,61,61.67,Average,Pass,61.67,2-4 Hours,60-75%
S0329,18,Female,9,5.3,63,Graduate,No,Yes,96,79,99,44,91.33,Excellent,Pass,91.33,4-6 Hours,60-75%
S0330,18,Female,10,1.8,53,Graduate,No,No,35,89,100,46,74.67,Good,Pass,74.67,0-2 Hours,Below 60%
S0331,14,Male,10,1.7,81,Graduate,Yes,No,52,58,65,60,58.33,Average,Pass,58.33,0-2 Hours,75-90%
S0332,16,Male,10,3.7,95,Graduate,No,Yes,52,57,53,94,54.0,Average,Pass,54.0,2-4 Hours,90-100%
S0333,15,Female,11,3.8,95,Graduate,Yes,No,58,81,70,48,69.67,Good,Pass,69.67,2-4 Hours,90-100%
S0334,16,Female,9,4.2,63,Graduate,Yes,No,67,83,70,71,73.33,Good,Pass,73.33,4-6 Hours,60-75%
S0335,16,Female,12,4.9,91,Postgraduate,Yes,Yes,42,79,55,86,58.67,Average,Pass,58.67,4-6 Hours,90-100%
S0336,18,Male,11,0.9,81,Graduate,No,Yes,95,70,85,43,83.33,Excellent,Pass,83.33,0-2 Hours,75-90%
S0337,18,Male,9,1.1,70,High School,No,Yes,78,91,58,46,75.67,Good,Pass,75.67,0-2 Hours,60-75%
S0338,17,Female,12,3.5,70,Postgraduate,No,Yes,98,94,41,90,77.67,Good,Pass,77.67,2-4 Hours,60-75%
S0339,19,Male,10,2.3,87,Postgraduate,Yes,No,89,48,37,80,58.0,Average,Pass,58.0,2-4 Hours,75-90%
S0340,19,Female,9,2.4,83,High School,Yes,No,96,89,43,92,76.0,Good,Pass,76.0,2-4 Hours,75-90%
S0341,19,Female,12,5.7,52,High School,Yes,No,82,87,57,94,75.33,Good,Pass,75.33,4-6 Hours,Below 60%
S0342,19,Male,10,2.5,95,Postgraduate,No,Yes,92,56,81,77,76.33,Good,Pass,76.33,2-4 Hours,90-100%
S0343,15,Female,12,2.9,90,Graduate,No,No,89,72,36,48,65.67,Average,Pass,65.67,2-4 Hours,75-90%
S0344,14,Male,12,2.0,94,Graduate,Yes,Yes,42,59,49,47,50.0,Average,Pass,50.0,0-2 Hours,90-100%
S0345,18,Male,9,4.8,58,Postgraduate,Yes,No,61,65,49,45,58.33,Average,Pass,58.33,4-6 Hours,Below 60%
S0346,18,Male,10,3.0,94,Postgraduate,No,Yes,37,86,95,48,72.67,Good,Pass,72.67,2-4 Hours,90-100%
S0347,14,Female,11,3.4,67,High School,No,Yes,36,54,75,57,55.0,Average,Pass,55.0,2-4 Hours,60-75%
S0348,17,Female,9,3.8,77,Postgraduate,Yes,Yes,40,99,73,44,70.67,Good,Pass,70.67,2-4 Hours,75-90%
S0349,15,Female,10,1.7,65,Postgraduate,No,Yes,35,80,39,83,51.33,Average,Pass,51.33,0-2 Hours,60-75%
S0350,15,Male,11,1.6,67,High School,No,No,36,75,62,66,57.67,Average,Pass,57.67,0-2 Hours,60-75%
S0351,19,Male,12,3.0,69,High School,No,No,49,42,49,83,46.67,Poor,Fail,46.67,2-4 Hours,60-75%
S0352,17,Female,9,4.3,100,High School,No,Yes,83,98,59,61,80.0,Good,Pass,80.0,4-6 Hours,90-100%
S0353,14,Male,12,0.5,70,High School,No,No,72,57,52,75,60.33,Average,Pass,60.33,0-2 Hours,60-75%
S0354,16,Male,11,5.0,76,Postgraduate,No,Yes,56,83,100,68,79.67,Good,Pass,79.67,4-6 Hours,75-90%
S0355,19,Male,10,2.5,61,Graduate,No,No,37,67,93,53,65.67,Average,Pass,65.67,2-4 Hours,60-75%
S0356,14,Female,12,4.4,50,Graduate,No,Yes,48,39,55,80,47.33,Poor,Fail,47.33,4-6 Hours,Below 60%
S0357,16,Female,10,4.7,56,Graduate,No,Yes,51,82,68,79,67.0,Good,Pass,67.0,4-6 Hours,Below 60%
S0358,19,Female,11,1.7,90,Graduate,Yes,Yes,73,55,45,46,57.67,Average,Pass,57.67,0-2 Hours,75-90%
S0359,17,Male,9,1.9,93,Postgraduate,Yes,Yes,62,74,58,94,64.67,Average,Pass,64.67,0-2 Hours,90-100%
S0360,18,Male,12,2.2,73,Postgraduate,No,No,98,59,83,77,80.0,Good,Pass,80.0,2-4 Hours,60-75%
S0361,18,Female,12,5.9,73,Graduate,Yes,Yes,97,45,59,90,67.0,Good,Pass,67.0,4-6 Hours,60-75%
S0362,15,Male,10,5.6,90,High School,Yes,Yes,89,57,74,53,73.33,Good,Pass,73.33,4-6 Hours,75-90%
S0363,14,Female,11,1.8,57,Graduate,Yes,Yes,63,44,85,40,64.0,Average,Pass,64.0,0-2 Hours,Below 60%
S0364,14,Female,10,3.0,59,Postgraduate,Yes,No,80,79,62,44,73.67,Good,Pass,73.67,2-4 Hours,Below 60%
S0365,18,Male,12,3.3,78,High School,No,Yes,95,59,76,49,76.67,Good,Pass,76.67,2-4 Hours,75-90%
S0366,17,Female,9,3.9,50,Postgraduate,No,Yes,36,94,96,51,75.33,Good,Pass,75.33,2-4 Hours,Below 60%
S0367,15,Female,9,3.4,98,High School,Yes,Yes,100,41,78,61,73.0,Good,Pass,73.0,2-4 Hours,90-100%
S0368,18,Male,10,1.5,69,High School,No,Yes,59,93,42,63,64.67,Average,Pass,64.67,0-2 Hours,60-75%
S0369,15,Female,11,4.8,56,Graduate,Yes,No,74,94,98,55,88.67,Excellent,Pass,88.67,4-6 Hours,Below 60%
S0370,16,Female,11,0.6,63,Graduate,Yes,Yes,82,37,37,92,52.0,Average,Pass,52.0,0-2 Hours,60-75%
S0371,15,Female,10,3.9,66,Postgraduate,No,No,36,92,35,76,54.33,Average,Pass,54.33,2-4 Hours,60-75%
S0372,16,Female,9,1.1,93,Postgraduate,No,Yes,64,74,46,83,61.33,Average,Pass,61.33,0-2 Hours,90-100%
S0373,18,Male,9,3.7,91,High School,No,No,80,35,49,65,54.67,Average,Pass,54.67,2-4 Hours,90-100%
S0374,19,Male,10,1.0,64,High School,No,Yes,72,54,37,70,54.33,Average,Pass,54.33,0-2 Hours,60-75%
S0375,16,Male,9,5.9,72,High School,No,No,59,83,47,81,63.0,Average,Pass,63.0,4-6 Hours,60-75%
S0376,15,Female,12,3.5,59,Postgraduate,No,Yes,56,64,40,54,53.33,Average,Pass,53.33,2-4 Hours,Below 60%
S0377,17,Female,9,3.6,51,Postgraduate,Yes,Yes,85,83,95,62,87.67,Excellent,Pass,87.67,2-4 Hours,Below 60%
S0378,15,Female,9,3.6,85,High School,No,Yes,62,83,72,90,72.33,Good,Pass,72.33,2-4 Hours,75-90%
S0379,15,Female,9,5.6,98,High School,No,No,52,93,98,67,81.0,Excellent,Pass,81.0,4-6 Hours,90-100%
S0380,17,Female,11,3.0,100,Graduate,No,No,38,84,67,47,63.0,Average,Pass,63.0,2-4 Hours,90-100%
S0381,18,Male,9,2.3,80,Graduate,No,Yes,64,43,55,56,54.0,Average,Pass,54.0,2-4 Hours,75-90%
S0382,15,Male,10,1.9,78,Graduate,No,No,81,35,62,93,59.33,Average,Pass,59.33,0-2 Hours,75-90%
S0383,14,Female,9,5.6,85,High School,No,No,83,61,56,53,66.67,Good,Pass,66.67,4-6 Hours,75-90%
S0384,19,Female,11,1.4,75,Postgraduate,Yes,No,57,41,94,60,64.0,Average,Pass,64.0,0-2 Hours,60-75%
S0385,14,Female,11,5.7,94,Postgraduate,Yes,Yes,85,93,90,56,89.33,Excellent,Pass,89.33,4-6 Hours,90-100%
S0386,14,Male,10,1.4,73,High School,No,Yes,63,93,68,58,74.67,Good,Pass,74.67,0-2 Hours,60-75%
S0387,14,Male,10,4.6,94,Graduate,Yes,No,72,37,89,48,66.0,Good,Pass,66.0,4-6 Hours,90-100%
S0388,15,Female,11,0.9,55,Graduate,No,No,65,100,64,92,76.33,Good,Pass,76.33,0-2 Hours,Below 60%
S0389,16,Female,12,5.4,95,Graduate,No,Yes,44,56,86,95,62.0,Average,Pass,62.0,4-6 Hours,90-100%
S0390,19,Male,12,5.7,60,Postgraduate,Yes,Yes,76,91,36,45,67.67,Good,Pass,67.67,4-6 Hours,Below 60%
S0391,14,Female,10,4.6,71,Graduate,Yes,Yes,94,80,79,82,84.33,Excellent,Pass,84.33,4-6 Hours,60-75%
S0392,19,Female,12,5.4,61,Postgraduate,No,No,83,76,46,84,68.33,Good,Pass,68.33,4-6 Hours,60-75%
S0393,16,Female,10,3.8,100,Graduate,No,Yes,71,55,83,58,69.67,Good,Pass,69.67,2-4 Hours,90-100%
S0394,17,Male,9,4.7,72,High School,No,No,42,58,42,65,47.33,Poor,Fail,47.33,4-6 Hours,60-75%
S0395,18,Male,11,2.6,79,High School,Yes,Yes,63,65,52,72,60.0,Average,Pass,60.0,2-4 Hours,75-90%
S0396,16,Male,9,1.0,69,High School,No,Yes,98,81,43,93,74.0,Good,Pass,74.0,0-2 Hours,60-75%
S0397,18,Male,11,5.1,80,Graduate,No,Yes,42,37,44,42,41.0,Poor,Fail,41.0,4-6 Hours,75-90%
S0398,17,Male,12,3.5,64,Postgraduate,No,No,50,64,62,46,58.67,Average,Pass,58.67,2-4 Hours,60-75%
S0399,17,Female,11,5.5,54,Graduate,Yes,Yes,65,92,36,43,64.33,Average,Pass,64.33,4-6 Hours,Below 60%
S0400,16,Female,11,5.9,98,Graduate,Yes,No,84,100,45,42,76.33,Good,Pass,76.33,4-6 Hours,90-100%
S0401,15,Female,12,1.8,58,Graduate,No,Yes,89,38,48,75,58.33,Average,Pass,58.33,0-2 Hours,Below 60%
S0402,14,Male,10,2.5,56,Graduate,No,No,41,49,50,85,46.67,Poor,Fail,46.67,2-4 Hours,Below 60%
S0403,17,Male,10,3.7,59,Graduate,Yes,Yes,51,94,74,66,73.0,Good,Pass,73.0,2-4 Hours,Below 60%
S0404,14,Male,12,5.5,52,Graduate,No,Yes,58,63,47,59,56.0,Average,Pass,56.0,4-6 Hours,Below 60%
S0405,18,Male,12,5.4,77,Postgraduate,Yes,No,54,36,73,79,54.33,Average,Pass,54.33,4-6 Hours,75-90%
S0406,15,Female,9,2.2,63,Postgraduate,Yes,No,89,87,95,40,90.33,Excellent,Pass,90.33,2-4 Hours,60-75%
S0407,16,Female,10,3.0,68,Postgraduate,Yes,No,81,52,38,73,57.0,Average,Pass,57.0,2-4 Hours,60-75%
S0408,19,Male,9,3.0,78,High School,Yes,No,44,83,95,55,74.0,Good,Pass,74.0,2-4 Hours,75-90%
S0409,17,Female,10,5.1,61,High School,No,No,61,82,84,48,75.67,Good,Pass,75.67,4-6 Hours,60-75%
S0410,18,Female,10,4.4,93,Postgraduate,Yes,No,71,88,47,74,68.67,Good,Pass,68.67,4-6 Hours,90-100%
S0411,19,Female,10,1.6,53,Postgraduate,Yes,No,74,77,41,82,64.0,Average,Pass,64.0,0-2 Hours,Below 60%
S0412,19,Male,10,0.6,87,Graduate,No,Yes,62,37,87,40,62.0,Average,Pass,62.0,0-2 Hours,75-90%
S0413,15,Male,11,4.0,92,Graduate,No,Yes,92,86,63,65,80.33,Good,Pass,80.33,2-4 Hours,90-100%
S0414,17,Male,12,4.0,65,Postgraduate,No,No,93,69,86,52,82.67,Excellent,Pass,82.67,2-4 Hours,60-75%
S0415,15,Male,10,3.5,72,Postgraduate,No,No,92,66,52,80,70.0,Good,Pass,70.0,2-4 Hours,60-75%
S0416,16,Female,10,3.3,93,Postgraduate,Yes,Yes,62,47,64,48,57.67,Average,Pass,57.67,2-4 Hours,90-100%
S0417,17,Female,10,3.4,64,Postgraduate,No,Yes,68,45,43,79,52.0,Average,Pass,52.0,2-4 Hours,60-75%
S0418,14,Male,12,4.4,58,High School,Yes,No,49,87,74,47,70.0,Good,Pass,70.0,4-6 Hours,Below 60%
S0419,16,Female,11,5.9,68,Postgraduate,No,No,42,92,61,65,65.0,Average,Pass,65.0,4-6 Hours,60-75%
S0420,16,Female,12,5.6,77,Graduate,No,Yes,79,43,59,91,60.33,Average,Pass,60.33,4-6 Hours,75-90%
S0421,16,Female,11,0.6,94,High School,No,Yes,67,77,95,94,79.67,Good,Pass,79.67,0-2 Hours,90-100%
S0422,17,Male,11,2.5,80,Graduate,Yes,No,87,55,75,81,72.33,Good,Pass,72.33,2-4 Hours,75-90%
S0423,18,Female,11,5.1,70,Postgraduate,No,No,50,88,80,57,72.67,Good,Pass,72.67,4-6 Hours,60-75%
S0424,15,Male,11,2.2,88,High School,Yes,No,47,42,35,47,41.33,Poor,Fail,41.33,2-4 Hours,75-90%
S0425,19,Female,9,5.1,74,Graduate,No,No,76,59,87,44,74.0,Good,Pass,74.0,4-6 Hours,60-75%
S0426,15,Female,9,5.0,90,Graduate,Yes,Yes,79,91,45,79,71.67,Good,Pass,71.67,4-6 Hours,75-90%
S0427,19,Female,11,1.3,56,Graduate,Yes,No,36,62,65,68,54.33,Average,Pass,54.33,0-2 Hours,Below 60%
S0428,17,Female,12,3.0,67,Graduate,No,Yes,87,37,73,58,65.67,Average,Pass,65.67,2-4 Hours,60-75%
